JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2443889.5743,3.2,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443889.5889,3.3,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443889.6139,3.1,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443889.6319,3.1,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443889.6528,2.8,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443889.6826,2.5,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443889.7569,2.3,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443911.6229,3.1,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443912.7361,2.2,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443955.5951,3.0,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443955.6181,3.1,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2444130.3424,2.6,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.3750,2.95,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.3819,3.0,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.3889,3.1,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.3958,3.1,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4028,3.2,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4097,3.3,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4167,3.3,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4236,3.4,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4306,3.4,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4375,3.45,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4444,3.5,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4514,3.4,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4583,3.4,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4653,3.35,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4722,3.25,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4792,3.2,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4861,3.1,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.4931,3.1,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.5000,3.0,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.5069,3.0,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.5139,2.95,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.5208,2.85,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.5278,2.85,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444130.5486,2.6,,,Vis.,WLP,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444488.726,2.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444488.737,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444488.749,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444488.76,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444488.773,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444488.786,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444488.797,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444560.525,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444560.538,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444560.55,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444560.565,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444560.583,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444560.602,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444560.614,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444560.634,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444560.652,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444560.671,2.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.507,2.3,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.508,2.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.515,2.4,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.522,2.5,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.522,2.5,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.529,2.5,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.537,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.539,2.6,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.546,2.7,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.549,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.553,2.7,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.561,2.8,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.563,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.569,2.9,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.576,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.580,3.0,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.588,3.1,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.589,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.595,3.2,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.608,3.2,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.612,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.617,3.3,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.626,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.626,3.3,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.639,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.641,3.2,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.654,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.655,3.0,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.667,2.9,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.669,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.682,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.683,2.8,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.692,2.7,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.694,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.702,2.6,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.708,2.6,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.709,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.722,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.722,2.5,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.737,2.3,,,Vis.,HSG,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444623.738,2.5,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.6701,2.6,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.6889,2.4,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.7243,2.6,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.7312,2.7,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.7479,2.8,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.7625,2.9,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.7667,3.1,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.7750,3.1,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.7806,3.15,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.7924,3.2,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.8042,3.25,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.8139,3.3,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.8306,3.3,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444640.8417,3.2,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444643.606,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444643.626,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444643.647,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444643.665,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444643.685,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444643.7,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444643.713,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444643.727,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444643.744,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444643.758,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.5472,3.4,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.5542,3.4,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.5653,3.3,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.5764,3.1,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.5854,3.1,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.5944,3.0,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.6056,2.9,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.6160,2.8,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.6271,2.8,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.6354,2.8,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.6479,2.65,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2444646.6562,2.5,,,Vis.,COO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.6111,2.7,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.6250,2.8,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.6389,2.9,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.6514,3.0,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.6681,3.1,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.6861,3.2,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.7049,3.3,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.7181,3.3,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.7340,3.2,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.7500,3.0,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.7604,2.9,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.7764,2.8,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445291.7951,2.6,,,Vis.,WI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445554.7063,2.1,,,Vis.,FDU,,18,30,AAVSO varible star a,,,,Z,,,,BET PER,AAVSO,STD,,,,
2445570.7014,2.2,,,Vis.,FDU,,21,29,AAVSO variablle star,,,,Z,,,,BET PER,AAVSO,STD,,,,
2445570.7319,2.5,,,Vis.,FDU,,23,26,AAVSO variable star ,,,,Z,,,,BET PER,AAVSO,STD,,,,
2445727.485,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445727.497,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445727.51,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445727.522,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445727.533,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445727.544,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445727.555,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445727.565,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2445727.576,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446025.5951,2.45,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446025.6229,2.55,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446025.6438,2.65,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446025.6660,2.8,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446025.6875,2.95,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446025.7188,3.25,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446025.7375,3.5,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446025.7701,3.5,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446025.7972,3.35,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446025.8313,3.2,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446025.8639,2.83,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446025.9167,2.65,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.5097,2.75,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.5257,2.83,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.549,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.5521,2.88,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.563,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.5764,2.98,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.577,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.589,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.597,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.6035,3.05,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.607,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.619,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.6257,3.2,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.629,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.638,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.6472,3.1,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.649,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.66,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.6660,3.0,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.67,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.679,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.6868,2.9,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.69,2.5,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446028.7278,2.83,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.7493,2.78,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446028.7792,2.65,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.5590,2.45,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.5813,2.75,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.6021,2.8,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.6236,2.9,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.6528,3.35,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.6681,3.5,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.6833,3.6,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.7028,3.55,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.7160,3.35,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.7306,3.25,,,Vis.,CK,K,31,41,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.7500,3.05,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446048.7681,2.85,,,Vis.,CK,K,22,31,NA,NAKED EYE,,,Z,,,,BET PER,AAVSO,STD,,,,
2446091.523,2.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.533,2.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.542,2.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.552,2.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.565,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.575,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.583,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.595,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.606,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.615,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.626,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.637,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.647,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.658,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.674,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.684,3.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.694,3.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.702,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.713,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.722,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.729,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.74,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.753,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.762,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.773,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446091.784,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.526,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.54,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.553,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.565,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.577,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.585,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.595,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.606,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.617,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.629,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.64,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.649,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.658,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.671,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.685,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.694,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.704,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446114.713,2.5,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.605,2.8,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.61,2.9,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.629,2.9,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.637,3.0,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.649,3.0,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.661,3.0,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.674,3.1,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.684,3.2,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.694,3.1,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.706,3.0,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.715,3.0,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2446372.727,3.0,,,Vis.,ATW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
